,Pmin,Pmax,P,Rmin,Rmax,R
0,0.176177698617398,0.945423144781902,0.770708569882968,0,0,0
1,0.301077621814177,0.739571000530522,0.632773518940195,0,0,0
2,0.443759069681863,0.887020014318668,0.786628799931116,0,0,0
3,0.234868946595758,0.986727769921405,0.93176819968014,0,0,0
4,0.355084603759735,1.0,1.0,0,0,0
5,0.737068707429183,1.0,1.0,0,0,0
6,1.0,1.0,1.0,0,0,0
