,Pmin,Pmax,P,Rmin,Rmax,R
0,0.452816078683599,0.876359898641093,0.710030492827287,0,0,0
1,0.513005913352958,0.619345229899995,0.562203951454414,0,0,0
2,0.7564081601,0.829644191410681,0.807901358821162,0,0,0
3,0.728749818873675,0.96504675239496,0.950490758835255,0,0,0
4,0.83663659248937,1.0,1.0,0,0,0
5,0.940313766,1.0,1.0,0,0,0
6,1.0,1.0,1.0,0,0,0
