,Pmin,Pmax,P,Rmin,Rmax,R
0,0.452816078683599,0.876359898641093,0.640223043584225,0,0,0
1,0.513005913352958,0.619345229899995,0.53030646085126,0,0,0
2,0.7564081601,0.829644191410681,0.76803790619839,0,0,0
3,0.728749818873675,0.96504675239496,0.733667860281983,0,0,0
4,0.83663659248937,1.0,0.83663659248937,0,0,0
5,0.940313766,1.0,0.940313766,0,0,0
6,1.0,1.0,1.0,0,0,0
