,Pmin,Pmax,P,Rmin,Rmax,R
0,0.452816078683599,0.876359898641093,0.66075134327555,0,0,0
1,0.513005913352958,0.619345229899995,0.534377615413122,0,0,0
2,0.7564081601,0.829644191410681,0.794574812029159,0,0,0
3,0.728749818873675,0.96504675239496,0.845240187786034,0,0,0
4,0.83663659248937,1.0,0.914111356114464,0,0,0
5,0.940313766,1.0,0.940313766,0,0,0
6,1.0,1.0,1.0,0,0,0
